study_id,MAT,MAP (mm),_Whole-day,Facility,Facility-1,Experimental duration (month),Other treatments,Expeimental type,Latitude,Plant part-1,Plant part-2,mean_ctrl,mean_trt,SD_ctrl,SD_trt,N_ctrl,N_trt,Unit,Response ratio,Variance of response ratio,species,PFT-1,PFT-2,PFT-3,PFT-4
Llorens et al. 2004,13.9,456,0.4,Passive,Free-air,8,,field,41.3,aboveground,stem,1.38,1.53,0.58,0.86,15,15,g/year,0.1,0.03,Erica multiflora,seed plant,woody,shrub,evergreen-shrub
Llorens et al. 2004,13.9,456,0.4,Passive,Free-air,20,,field,41.3,aboveground,stem,1.16,1.61,0.69,0.92,15,15,g/year,0.33,0.05,Erica multiflora,seed plant,woody,shrub,evergreen-shrub
Llorens et al. 2004,13.9,456,0.4,Passive,Free-air,32,,field,41.3,aboveground,stem,1.7,2.17,1.33,1.38,15,15,g/year,0.25,0.07,Erica multiflora,seed plant,woody,shrub,evergreen-shrub
Llorens et al. 2004,13.9,456,0.4,Passive,Free-air,8,,field,41.3,aboveground,stem,1.32,1.7,0.69,1.04,15,15,g/year,0.25,0.04,Globularia alypum,seed plant,woody,shrub,evergreen-shrub
Llorens et al. 2004,13.9,456,0.4,Passive,Free-air,20,,field,41.3,aboveground,stem,1.8,1.78,1.27,1.09,15,15,g/year,-0.01,0.06,Globularia alypum,seed plant,woody,shrub,evergreen-shrub
Llorens et al. 2004,13.9,456,0.4,Passive,Free-air,32,,field,41.3,aboveground,stem,3.7,3.9,2.3,1.67,15,15,g/year,0.05,0.04,Globularia alypum,seed plant,woody,shrub,evergreen-shrub
Luomala et al. 2003,2,600,4.5,Environment-controlled-chamber,Chamber,12,CO2,field,62.78,aboveground,leaf,646,627,58.89,38.11,3,3,g/m2,-0.03,0,Pinus sylvestris,seed plant,woody,tree,evergreen-tree
Luomala et al. 2003,2,600,4.5,Environment-controlled-chamber,Chamber,24,CO2,field,62.78,aboveground,leaf,576,561,46.77,46.77,3,3,g/m2,-0.03,0,Pinus sylvestris,seed plant,woody,tree,evergreen-tree
Luomala et al. 2003,2,600,4.5,Environment-controlled-chamber,Chamber,36,CO2,field,62.78,aboveground,leaf,543,542,32.91,65.82,3,3,g/m2,0,0.01,Pinus sylvestris,seed plant,woody,tree,evergreen-tree
Luomala et al. 2003,2,600,4.5,Environment-controlled-chamber,Chamber,12,,field,62.78,aboveground,leaf,676,625,53.69,31.18,3,3,g/m2,-0.08,0,Pinus sylvestris,seed plant,woody,tree,evergreen-tree
Luomala et al. 2003,2,600,4.5,Environment-controlled-chamber,Chamber,24,,field,62.78,aboveground,leaf,660,605,46.77,6.93,3,3,g/m2,-0.09,0,Pinus sylvestris,seed plant,woody,tree,evergreen-tree
Luomala et al. 2003,2,600,4.5,Environment-controlled-chamber,Chamber,36,,field,62.78,aboveground,leaf,513,518,31.18,65.82,3,3,g/m2,0.01,0.01,Pinus sylvestris,seed plant,woody,tree,evergreen-tree
Maherali & DeLucia 2000,,,5,Environment-controlled-chamber,Chamber,6,CO2,pot,,total,,5.67,6.92,5.51,6.09,10,10,g,0.2,0.17,Pinus ponderosa,seed plant,woody,tree,evergreen-tree
Maherali & DeLucia 2000,,,5,Environment-controlled-chamber,Chamber,6,CO2,pot,,total,,4.45,4.62,5.43,5.38,10,10,g,0.04,0.28,Pinus ponderosa,seed plant,woody,tree,evergreen-tree
Maherali & DeLucia 2000,,,5,Environment-controlled-chamber,Chamber,6,CO2,pot,,total,,5.12,5.3,5.76,5.94,10,10,g,0.03,0.25,Pinus ponderosa,seed plant,woody,tree,evergreen-tree
Maherali & DeLucia 2000,,,5,Environment-controlled-chamber,Chamber,6,,pot,,total,,4.01,4.22,5.63,5.43,10,10,g,0.05,0.36,Pinus ponderosa,seed plant,woody,tree,evergreen-tree
Michelsen et al.1996,-0.6,320,2.4,Greenhouse,Greenhouse,51,F,field,68.35,aboveground,shoot,331.7,346.3,131.29,215.07,6,6,g/m2,0.04,0.09,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,2.4,Greenhouse,Greenhouse,51,F,field,68.35,aboveground,,170.7,268.3,71.77,155.05,6,6,g/m2,0.45,0.09,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,2.8,Greenhouse,Greenhouse,51,F,field,68.35,aboveground,shoot,346.3,326.8,131.29,179.3,6,6,g/m2,-0.06,0.07,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,2.8,Greenhouse,Greenhouse,51,F,field,68.35,aboveground,,195.1,263.4,131.29,191.06,6,6,g/m2,0.3,0.16,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,2.8,Greenhouse,Greenhouse,51,F,field,68.35,aboveground,,218.5,138.6,93.91,159.66,5,5,g/m2,-0.46,0.3,Empetrum hermaphroditum,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,3.9,Greenhouse,Greenhouse,51,F,field,68.35,aboveground,shoot,346.3,497.6,131.29,203.06,6,6,g/m2,0.36,0.05,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,3.9,Greenhouse,Greenhouse,51,F,field,68.35,aboveground,,195.1,458.5,131.29,203.06,6,6,g/m2,0.85,0.11,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,3.9,Greenhouse,Greenhouse,51,F,field,68.35,aboveground,,218.5,352.9,93.91,347.71,5,5,g/m2,0.48,0.23,Empetrum hermaphroditum,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,4.9,Greenhouse,Greenhouse,51,F,field,68.35,aboveground,shoot,331.7,346.3,131.29,167.3,6,6,g/m2,0.04,0.07,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,4.9,Greenhouse,Greenhouse,51,F,field,68.35,aboveground,,170.7,229.3,71.77,95.53,6,6,g/m2,0.3,0.06,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,2.4,Greenhouse,Greenhouse,51,,field,68.35,aboveground,shoot,165.8,214.6,95.53,131.29,6,6,g/m2,0.26,0.12,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,2.4,Greenhouse,Greenhouse,51,,field,68.35,aboveground,,48.8,112.2,65.65,95.53,6,6,g/m2,0.83,0.42,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,2.8,Greenhouse,Greenhouse,51,,field,68.35,aboveground,shoot,268.3,307.3,107.53,215.07,6,6,g/m2,0.14,0.11,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,2.8,Greenhouse,Greenhouse,51,,field,68.35,aboveground,,131.7,156.1,95.53,107.53,6,6,g/m2,0.17,0.17,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,2.8,Greenhouse,Greenhouse,51,,field,68.35,aboveground,,105,289.9,65.74,244.18,5,5,g/m2,1.02,0.22,Empetrum hermaphroditum,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,3.9,Greenhouse,Greenhouse,51,,field,68.35,aboveground,shoot,268.3,487.8,107.53,119.54,6,6,g/m2,0.6,0.04,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,3.9,Greenhouse,Greenhouse,51,,field,68.35,aboveground,,131.7,234.1,95.53,71.77,6,6,g/m2,0.58,0.1,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,3.9,Greenhouse,Greenhouse,51,,field,68.35,aboveground,,105,71.4,65.74,112.7,5,5,g/m2,-0.39,0.58,Empetrum hermaphroditum,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,4.9,Greenhouse,Greenhouse,51,,field,68.35,aboveground,shoot,165.8,443.9,95.53,215.07,6,6,g/m2,0.98,0.09,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Michelsen et al.1996,-0.6,320,4.9,Greenhouse,Greenhouse,51,,field,68.35,aboveground,,48.8,209.8,65.65,95.53,6,6,g/m2,1.46,0.34,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Mitchell et al. 1993,,,4,Greenhouse,Greenhouse,5,CO2,pot,,aboveground,,1421.8,1712.09,130.8,308.26,30,30,g/m2,0.19,0,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1993,,,4,Greenhouse,Greenhouse,5.5,CO2,pot,,aboveground,,2008.29,2186.02,210.91,113.57,30,30,g/m2,0.08,0,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1993,,,4,Greenhouse,Greenhouse,6,CO2,pot,,aboveground,,2393.36,2091.23,275.81,275.81,30,30,g/m2,-0.13,0,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1993,,,4,Greenhouse,Greenhouse,7,CO2,pot,,aboveground,,2334.12,2144.55,438.05,162.24,30,30,g/m2,-0.08,0,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1993,,,4,Greenhouse,Greenhouse,5,F,pot,,aboveground,,1851.49,2702.97,704.99,325.38,30,30,g/m2,0.38,0.01,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1993,,,4,Greenhouse,Greenhouse,5.5,F,pot,,aboveground,,2524.75,3029.7,976.14,704.99,30,30,g/m2,0.18,0.01,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1993,,,4,Greenhouse,Greenhouse,6,F,pot,,aboveground,,3584.16,2980.2,921.91,1464.21,30,30,g/m2,-0.18,0.01,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1993,,,4,Greenhouse,Greenhouse,7,F,pot,,aboveground,,3623.76,3039.6,1030.37,433.84,30,30,g/m2,-0.18,0,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1993,,,4,Greenhouse,Greenhouse,5,F+CO2,pot,,aboveground,,2554.46,2475.25,271.15,1084.6,30,30,g/m2,-0.03,0.01,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1993,,,4,Greenhouse,Greenhouse,5.5,F+CO2,pot,,aboveground,,3425.74,3227.72,1138.83,325.38,30,30,g/m2,-0.06,0,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1993,,,4,Greenhouse,Greenhouse,6,F+CO2,pot,,aboveground,,3831.68,3732.67,542.3,271.15,30,30,g/m2,-0.03,0,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1993,,,4,Greenhouse,Greenhouse,7,F+CO2,pot,,aboveground,,4168.32,3524.75,1084.6,976.14,30,30,g/m2,-0.17,0,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1993,,,4,Greenhouse,Greenhouse,5,,pot,,aboveground,,1362.56,1534.36,181.39,473.01,30,30,g/m2,0.12,0,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1993,,,4,Greenhouse,Greenhouse,5.5,,pot,,aboveground,,1800.95,1901.66,340.7,227.71,30,30,g/m2,0.05,0,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1993,,,4,Greenhouse,Greenhouse,6,,pot,,aboveground,,2162.32,1895.73,162.24,421.82,30,30,g/m2,-0.13,0,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1993,,,4,Greenhouse,Greenhouse,7,,pot,,aboveground,,2097.16,1925.36,259.58,763.22,30,30,g/m2,-0.09,0.01,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1995,,,4,Environment-controlled-chamber,Chamber,9,,pot,,total,,2855.17,2337.93,355.81,273.7,28,28,g/m2,-0.2,0,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Mitchell et al. 1995,,,4,Environment-controlled-chamber,Chamber,9,,pot,,total,,3568.97,3020.69,492.66,383.18,28,28,g/m2,-0.17,0,Triticum aestivum cv. Mercia,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,aboveground,reproductive,807.92,736.63,146.12,106.27,5,5,g/m2,-0.09,0.01,rice IR72,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,aboveground,reproductive,897.03,766.34,212.54,106.27,5,5,g/m2,-0.16,0.02,rice IR72,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,aboveground,stem,586.67,693.33,29.81,69.57,5,5,g/m2,0.17,0,rice IR72,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,aboveground,stem,622.22,684.44,89.44,89.44,5,5,g/m2,0.1,0.01,rice IR72,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,aboveground,reproductive,395.88,238.14,89.9,62.24,5,5,g/m2,-0.51,0.02,rice N-22,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,aboveground,reproductive,451.55,321.65,124.48,20.75,5,5,g/m2,-0.34,0.02,rice N-22,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,aboveground,stem,330.69,383.6,47.32,94.65,5,5,g/m2,0.15,0.02,rice N-22,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,aboveground,stem,362.43,370.37,94.65,70.99,5,5,g/m2,0.02,0.02,rice N-22,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,aboveground,reproductive,476.25,360,251.56,16.77,5,5,g/m2,-0.28,0.06,rice NPT2,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,aboveground,reproductive,577.5,315,134.16,117.39,5,5,g/m2,-0.61,0.04,rice NPT2,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,aboveground,stem,473.33,560,24.85,89.44,5,5,g/m2,0.17,0.01,rice NPT2,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,aboveground,stem,546.67,520,109.32,139.13,5,5,g/m2,-0.05,0.02,rice NPT2,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,belowground,root,422.8,388.6,159.88,55.61,5,5,g/m2,-0.08,0.03,rice IR72,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,belowground,root,425.91,456.99,104.27,83.42,5,5,g/m2,0.07,0.02,rice IR72,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,belowground,root,206.35,304.23,47.32,76.9,5,5,g/m2,0.39,0.02,rice N-22,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,belowground,root,343.92,256.61,195.21,130.14,5,5,g/m2,-0.29,0.12,rice N-22,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,belowground,root,351.85,301.59,41.41,35.49,5,5,g/m2,-0.15,0.01,rice NPT2,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,CO2,field,14.22,belowground,root,433.86,246.03,171.55,47.32,5,5,g/m2,-0.57,0.04,rice NPT2,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,,field,14.22,aboveground,reproductive,920.79,534.65,318.81,39.85,5,5,g/m2,-0.54,0.03,rice IR72,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,,field,14.22,aboveground,stem,506.67,497.78,39.75,59.63,5,5,g/m2,-0.02,0,rice IR72,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,,field,14.22,aboveground,reproductive,315.46,315.46,62.24,124.48,5,5,g/m2,0,0.04,rice N-22,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,,field,14.22,aboveground,stem,248.68,309.52,70.99,59.16,5,5,g/m2,0.22,0.02,rice N-22,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,,field,14.22,aboveground,reproductive,465,262.5,142.55,83.85,5,5,g/m2,-0.57,0.04,rice NPT2,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,,field,14.22,aboveground,stem,435.56,355.56,79.5,79.5,5,5,g/m2,-0.2,0.02,rice NPT2,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,,field,14.22,belowground,root,329.53,254.92,83.42,27.81,5,5,g/m2,-0.26,0.02,rice IR72,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,,field,14.22,belowground,root,166.67,267.2,106.48,76.9,5,5,g/m2,0.47,0.1,rice N-22,seed plant,herbaceous,grass,
Moya et al. 1998,27,2418,3.7,Greenhouse,Greenhouse,27,,field,14.22,belowground,root,275.13,158.73,47.32,53.24,5,5,g/m2,-0.55,0.03,rice NPT2,seed plant,herbaceous,grass,
Nijs & Impens 1996,,,4,Greenhouse,Greenhouse,5,CO2,pot,,aboveground,,3.5,4.24,0.97,0.95,15,15,g,0.19,0.01,Lolium perenne cv. Vigor,seed plant,herbaceous,grass,
Nijs & Impens 1996,,,4,Greenhouse,Greenhouse,5,,pot,,aboveground,,4.87,3.71,0.95,0.97,15,15,g,-0.27,0.01,Lolium perenne cv. Vigor,seed plant,herbaceous,grass,
Niu & Wan 2008,,,,IR-heat,Free-air,9,,pot,,aboveground,,1.24,1.44,1.18,1.05,20,20,g/plant,0.15,0.07,Artemisia capillaris,seed plant,herbaceous,forb,non-leguminous
Niu & Wan 2008,,,,IR-heat,Free-air,9,,pot,,aboveground,,0.53,0.58,0.4,0.79,20,20,g/plant,0.1,0.12,Potentilla acaulis,seed plant,herbaceous,forb,non-leguminous
Niu & Wan 2008,,,,IR-heat,Free-air,9,,pot,,belowground,root,0.36,0.66,0.13,0.67,20,20,g/plant,0.61,0.06,Artemisia capillaris,seed plant,herbaceous,forb,non-leguminous
Niu & Wan 2008,,,,IR-heat,Free-air,9,,pot,,belowground,root,0.35,0.68,0.24,0.96,20,20,g/plant,0.67,0.12,Potentilla acaulis,seed plant,herbaceous,forb,non-leguminous
Niu & Wan 2008,,,,IR-heat,Free-air,9,,pot,,aboveground,,0.42,0.69,0.25,0.31,20,20,g/plant,0.51,0.03,Agropyron cristatum,seed plant,herbaceous,grass,
Niu & Wan 2008,,,,IR-heat,Free-air,9,,pot,,aboveground,,0.13,0.17,0.12,0.36,20,20,g/plant,0.23,0.27,Cleistogens squarrosa,seed plant,herbaceous,grass,
Niu & Wan 2008,,,,IR-heat,Free-air,9,,pot,,aboveground,,0.68,0.72,0.26,0.46,20,20,g/plant,0.06,0.03,Pennisetum centrasiaticum,seed plant,herbaceous,grass,
Niu & Wan 2008,,,,IR-heat,Free-air,9,,pot,,aboveground,,0.3,0.41,0.1,0.28,20,20,g/plant,0.29,0.03,Stipa krylovii,seed plant,herbaceous,grass,
Niu & Wan 2008,,,,IR-heat,Free-air,9,,pot,,belowground,root,0.6,0.98,0.25,0.5,20,20,g/plant,0.48,0.02,Agropyron cristatum,seed plant,herbaceous,grass,
Niu & Wan 2008,,,,IR-heat,Free-air,9,,pot,,belowground,root,0.07,0.11,0.06,0.19,20,20,g/plant,0.52,0.18,Cleistogens squarrosa,seed plant,herbaceous,grass,
Niu & Wan 2008,,,,IR-heat,Free-air,9,,pot,,belowground,root,1.01,1.7,0.73,0.81,20,20,g/plant,0.52,0.04,Pennisetum centrasiaticum,seed plant,herbaceous,grass,
Niu & Wan 2008,,,,IR-heat,Free-air,9,,pot,,belowground,root,0.27,0.37,0.15,0.22,20,20,g/plant,0.32,0.03,Stipa krylovii,seed plant,herbaceous,grass,
Norby & Luo 2004,13.9,1322,4,OTC,OTC,84,CO2,field,35.92,aboveground,,7101.12,5573.03,2179.66,583.84,3,3,g,-0.24,0.04,Acer rubrum,seed plant,woody,tree,deciduous-tree
Norby & Luo 2004,13.9,1322,4,OTC,OTC,84,CO2,field,35.92,aboveground,,3280.9,3820.22,583.84,583.84,3,3,g,0.15,0.02,Acer saccharum,seed plant,woody,tree,deciduous-tree
Norby & Luo 2004,13.9,1322,4,OTC,OTC,84,,field,35.92,aboveground,,3910.11,2606.74,817.37,700.6,3,3,g,-0.41,0.04,Acer rubrum,seed plant,woody,tree,deciduous-tree
Norby & Luo 2004,13.9,1322,4,OTC,OTC,84,,field,35.92,aboveground,,3820.22,2382.02,583.84,622.76,3,3,g,-0.47,0.03,Acer saccharum,seed plant,woody,tree,deciduous-tree
Norby et al. 2000,13.9,1322,3.5,OTC,OTC,19,CO2,field,35.92,aboveground,,95.7,76,9.01,24.08,3,3,g/plant,-0.23,0.04,Acer rubrum,seed plant,woody,tree,deciduous-tree
Norby et al. 2000,13.9,1322,3.5,OTC,OTC,19,CO2,field,35.92,aboveground,,58.2,44.8,3.81,19.75,3,3,g/plant,-0.26,0.07,Acer saccharum,seed plant,woody,tree,deciduous-tree
Norby et al. 2000,13.9,1322,3.5,OTC,OTC,19,,field,35.92,aboveground,,49.4,27.6,27.54,6.93,3,3,g/plant,-0.58,0.12,Acer rubrum,seed plant,woody,tree,deciduous-tree
Norby et al. 2000,13.9,1322,3.5,OTC,OTC,19,,field,35.92,aboveground,,45.4,22.4,7.27,5.89,3,3,g/plant,-0.71,0.03,Acer saccharum,seed plant,woody,tree,deciduous-tree
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,6.5,CO2,pot,,aboveground,shoot,0.13,0.17,0.01,0.02,4,4,g,0.27,0,Agrostis curtisii (all),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,18,CO2,pot,,aboveground,shoot,0.99,1.64,0.13,0.21,4,4,g,0.51,0.01,Agrostis curtisii (all),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,6.5,,pot,,aboveground,shoot,0.14,0.13,0.01,0.01,4,4,g,-0.14,0.01,Agrostis curtisii (all),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,18,,pot,,aboveground,shoot,1.62,1.92,0.19,0.23,4,4,g,0.17,0.01,Agrostis curtisii (all),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,6.5,,pot,,aboveground,shoot,0.17,0.21,0.03,0.02,4,4,g,0.21,0.01,Agrostis curtisii (Basque),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,18,,pot,,aboveground,shoot,1.63,2.24,0.44,0.32,4,4,g,0.32,0.02,Agrostis curtisii (Basque),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,6.5,,pot,,aboveground,shoot,0.13,0.15,0.02,0.03,4,4,g,0.11,0.02,Agrostis curtisii (Brittany),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,18,,pot,,aboveground,shoot,1.16,1.55,0.24,0.56,4,4,g,0.29,0.04,Agrostis curtisii (Brittany),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,6.5,,pot,,aboveground,shoot,0.14,0.18,0.02,0.03,4,4,g,0.25,0.01,Agrostis curtisii (Cornwall),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,18,,pot,,aboveground,shoot,1.58,2.01,0.26,0.78,4,4,g,0.24,0.04,Agrostis curtisii (Cornwall),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,6.5,,pot,,aboveground,shoot,0.14,0.14,0.03,0.02,4,4,g,-0.01,0.01,Agrostis curtisii (Devon),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,18,,pot,,aboveground,shoot,1.27,1.75,0.62,0.32,4,4,g,0.32,0.07,Agrostis curtisii (Devon),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,6.5,,pot,,aboveground,shoot,0.13,0.11,0.02,0.03,4,4,g,-0.18,0.03,Agrostis curtisii (Dorset),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,18,,pot,,aboveground,shoot,1.33,1.49,0.34,0.4,4,4,g,0.11,0.03,Agrostis curtisii (Dorset),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,6.5,,pot,,aboveground,shoot,0.11,0.1,0.04,0.04,4,4,g,-0.08,0.08,Agrostis curtisii (Galicia),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,18,,pot,,aboveground,shoot,1.11,1.71,0.28,0.56,4,4,g,0.43,0.04,Agrostis curtisii (Galicia),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,6.5,,pot,,aboveground,shoot,0.15,0.15,0.02,0.02,4,4,g,0.01,0.01,Agrostis curtisii (Portugal),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,18,,pot,,aboveground,shoot,1.47,2.22,0.56,0.52,4,4,g,0.41,0.05,Agrostis curtisii (Portugal),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,6.5,,pot,,aboveground,shoot,0.15,0.19,0.03,0.02,4,4,g,0.22,0.01,Agrostis curtisii (Pyrenees),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,18,,pot,,aboveground,shoot,1.43,2.02,0.32,0.4,4,4,g,0.35,0.02,Agrostis curtisii (Pyrenees),seed plant,herbaceous,grass,
Norton et al. 1999,,,3,Environment-controlled-chamber,Chamber,6.5,,pot,,aboveground,shoot,0.11,0.16,0.03,0.05,3,3,g,0.44,0.06,Agrostis curtisii (Survey),seed plant,herbaceous,grass,
